TSR,-2,-1.5,-1,-0.75,-0.5,-0.25,0,0.25,0.5,0.75,1,1.5,2,3,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
1.0,0.0117,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0135,0.0135,0.0135,0.0135,0.0135,0.014400000000000001,0.014400000000000001,0.0162,0.0171,0.018000000000000002,0.019799999999999998,0.022500000000000003,0.0252,0.0252,0.022500000000000003,0.0171,0.007200000000000001,-0.0036000000000000003,-0.0126,-0.018000000000000002,-0.019799999999999998,-0.022500000000000003,-0.0252,-0.0279,-0.030600000000000002
1.5,0.0117,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0135,0.0135,0.0135,0.0135,0.0135,0.0135,0.014400000000000001,0.015300000000000001,0.018000000000000002,0.0207,0.0243,0.0279,0.0279,0.0243,0.0171,0.0063,-0.0054,-0.015300000000000001,-0.0216,-0.0252,-0.0297,-0.0342,-0.0378,-0.0405,-0.0432,-0.045000000000000005
2.0,0.0126,0.0126,0.0135,0.0135,0.0135,0.0135,0.014400000000000001,0.014400000000000001,0.014400000000000001,0.014400000000000001,0.014400000000000001,0.015300000000000001,0.015300000000000001,0.0162,0.018000000000000002,0.0234,0.028800000000000003,0.03150000000000001,0.0297,0.0234,0.0126,-0.0009000000000000001,-0.014400000000000001,-0.0234,-0.0297,-0.0351,-0.0414,-0.0477,-0.0522,-0.0567,-0.0594,-0.06210000000000001,-0.06300000000000001
2.5,0.014400000000000001,0.015300000000000001,0.015300000000000001,0.0162,0.0162,0.0162,0.0171,0.0171,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0189,0.019799999999999998,0.0216,0.0243,0.03150000000000001,0.036000000000000004,0.033299999999999996,0.0243,0.0117,-0.0045000000000000005,-0.019799999999999998,-0.030600000000000002,-0.0378,-0.045000000000000005,-0.054,-0.06210000000000001,-0.0693,-0.0747,-0.07919999999999999,-0.0828,-0.08460000000000001,-0.0864
3.0,0.018000000000000002,0.0189,0.019799999999999998,0.0207,0.0207,0.0216,0.022500000000000003,0.022500000000000003,0.0234,0.0234,0.0243,0.0252,0.0261,0.0279,0.03150000000000001,0.039599999999999996,0.0387,0.0297,0.015300000000000001,-0.0027,-0.0216,-0.036000000000000004,-0.045000000000000005,-0.054,-0.0657,-0.07650000000000001,-0.0864,-0.0945,-0.1008,-0.1062,-0.1098,-0.1125,-0.1134
3.5,0.0234,0.0243,0.0261,0.027,0.027,0.0279,0.028800000000000003,0.028800000000000003,0.0297,0.030600000000000002,0.030600000000000002,0.0324,0.033299999999999996,0.036000000000000004,0.0405,0.045000000000000005,0.0378,0.022500000000000003,0.0027,-0.0189,-0.0378,-0.0504,-0.061200000000000004,-0.0747,-0.08910000000000001,-0.10260000000000001,-0.1143,-0.1233,-0.1314,-0.1368,-0.1413,-0.1449,-0.1458
4.0,0.0297,0.03150000000000001,0.0324,0.033299999999999996,0.0342,0.0351,0.036000000000000004,0.0369,0.0378,0.0387,0.039599999999999996,0.0414,0.042300000000000004,0.045000000000000005,0.0495,0.0468,0.033299999999999996,0.0135,-0.009899999999999999,-0.0342,-0.0531,-0.06659999999999999,-0.081,-0.099,-0.117,-0.1323,-0.1458,-0.1575,-0.1656,-0.1728,-0.17820000000000003,-0.1809,-0.18180000000000002
4.5,0.0369,0.0387,0.0414,0.042300000000000004,0.0432,0.0441,0.045000000000000005,0.045899999999999996,0.0468,0.0477,0.0486,0.0504,0.051300000000000005,0.0531,0.054,0.045899999999999996,0.027,0.0027,-0.0243,-0.0504,-0.0684,-0.0837,-0.1044,-0.12689999999999999,-0.1476,-0.1665,-0.18180000000000002,-0.1944,-0.20520000000000002,-0.2133,-0.2187,-0.2223,-0.2223
5.0,0.045000000000000005,0.0477,0.0495,0.051300000000000005,0.0522,0.0531,0.0531,0.054,0.0549,0.0558,0.0558,0.0567,0.057600000000000005,0.057600000000000005,0.0567,0.042300000000000004,0.019799999999999998,-0.007200000000000001,-0.0378,-0.0657,-0.08460000000000001,-0.1044,-0.1305,-0.1575,-0.18180000000000002,-0.2034,-0.2214,-0.2358,-0.24840000000000004,-0.25739999999999996,-0.2646,-0.2682,-0.26639999999999997
