TSR,-2,-1.5,-1,-0.75,-0.5,-0.25,0,0.25,0.5,0.75,1,1.5,2,3,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
1.0,0.0117,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0135,0.0135,0.0135,0.0135,0.0135,0.014400000000000001,0.014400000000000001,0.0162,0.0171,0.018000000000000002,0.019799999999999998,0.022500000000000003,0.0252,0.0252,0.022500000000000003,0.0171,0.007200000000000001,-0.0036000000000000003,-0.0126,-0.018000000000000002,-0.019799999999999998,-0.022500000000000003,-0.0252,-0.0279,-0.030600000000000002
1.5,0.018000000000000002,0.0189,0.0189,0.0189,0.0189,0.019799999999999998,0.019799999999999998,0.019799999999999998,0.019799999999999998,0.019799999999999998,0.019799999999999998,0.0207,0.0207,0.0216,0.022500000000000003,0.0261,0.03150000000000001,0.0369,0.0414,0.042300000000000004,0.036000000000000004,0.0252,0.009899999999999999,-0.0081,-0.0234,-0.0324,-0.0387,-0.0441,-0.0504,-0.0567,-0.061200000000000004,-0.0648,-0.0675
2.0,0.0252,0.0261,0.027,0.027,0.027,0.0279,0.0279,0.028800000000000003,0.028800000000000003,0.0297,0.0297,0.030600000000000002,0.03150000000000001,0.033299999999999996,0.0369,0.0468,0.0567,0.06300000000000001,0.0594,0.045899999999999996,0.0252,-0.0009000000000000001,-0.0279,-0.0477,-0.0594,-0.0702,-0.0828,-0.0945,-0.1044,-0.1134,-0.11970000000000001,-0.12420000000000002,-0.12689999999999999
2.5,0.036000000000000004,0.0378,0.0387,0.039599999999999996,0.0405,0.0414,0.042300000000000004,0.0432,0.0441,0.045000000000000005,0.045899999999999996,0.0477,0.0495,0.0531,0.060300000000000006,0.0783,0.08910000000000001,0.0828,0.06210000000000001,0.0297,-0.009899999999999999,-0.0495,-0.07650000000000001,-0.0945,-0.1134,-0.135,-0.1548,-0.1719,-0.1872,-0.198,-0.20700000000000002,-0.2124,-0.216
3.0,0.054,0.057600000000000005,0.060300000000000006,0.06210000000000001,0.06300000000000001,0.0648,0.06659999999999999,0.0675,0.0693,0.0711,0.07200000000000001,0.0756,0.0783,0.0837,0.0954,0.1188,0.11520000000000001,0.08910000000000001,0.045000000000000005,-0.009000000000000001,-0.0648,-0.108,-0.135,-0.162,-0.1971,-0.2295,-0.2583,-0.2826,-0.3033,-0.3186,-0.3294,-0.3375,-0.3411
3.5,0.0819,0.0864,0.09090000000000001,0.09269999999999999,0.0954,0.0972,0.099,0.1017,0.10350000000000001,0.1062,0.108,0.1125,0.117,0.12600000000000003,0.1431,0.1566,0.1314,0.07919999999999999,0.0108,-0.0657,-0.1341,-0.1773,-0.2133,-0.26189999999999997,-0.3132,-0.35910000000000003,-0.3996,-0.4329,-0.45990000000000003,-0.4806,-0.49590000000000006,-0.5058,-0.5094
4.0,0.1179,0.12420000000000002,0.1314,0.1341,0.1377,0.1404,0.14400000000000002,0.1476,0.1512,0.1539,0.1575,0.1638,0.1701,0.18180000000000002,0.1962,0.1872,0.13319999999999999,0.0522,-0.0414,-0.1377,-0.2133,-0.2646,-0.3231,-0.39690000000000003,-0.468,-0.5301,-0.5841000000000001,-0.6282,-0.6633,-0.6912,-0.7119000000000001,-0.7245,-0.7263000000000001
4.5,0.1656,0.17550000000000002,0.1845,0.189,0.1935,0.198,0.2034,0.20700000000000002,0.2115,0.21509999999999999,0.2187,0.22590000000000002,0.2313,0.23940000000000003,0.2421,0.2061,0.12240000000000001,0.0135,-0.108,-0.225,-0.30870000000000003,-0.3771,-0.46890000000000004,-0.5715,-0.6651,-0.7479,-0.8181,-0.8757,-0.9216000000000001,-0.9585,-0.9855,-0.9999,-0.9990000000000001
5.0,0.2268,0.23850000000000002,0.24930000000000002,0.2547,0.2592,0.2637,0.2673,0.2718,0.2745,0.2772,0.2799,0.2844,0.2871,0.2889,0.2826,0.2124,0.1008,-0.0369,-0.189,-0.3267,-0.4239,-0.5202,-0.6543,-0.7893,-0.9108,-1.017,-1.107,-1.1808,-1.2411,-1.2888,-1.3221,-1.3392,-1.3338
